金布伊,肉,鱼,串,卵,盐,12,25,4.50,31,20,32,12,270,-1,0,0,30,70,0,0,0,0,0,0,1,2,3,40,,,,1,10,10,7,100255,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,1
布伊,肉,鱼,串,卵,盐,13,22,4.50,44,21,16,13,240,5,60,40,0,0,0,0,0,0,0,0,1,,,,,,,0,2,0,5,100256,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,1
布伊比,肉,鱼,串,卵,盐,14,16,4.50,32,26,15,18,240,5,0,40,60,0,0,0,0,0,0,0,1,3,,,,,,0,2,0,5,100257,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,1
卡布伊,肉,鱼,串,卵,盐,15,23,4.50,30,28,14,20,240,5,100,0,0,0,0,0,0,0,0,0,1,3,,,,,,1,2,0,5,100258,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,1
洛克侨,砂糖,豆,蜥蜴,,,16,29,4.50,25,48,19,26,150,11,0,0,90,10,0,0,0,0,0,0,1,2,152,12,41,501,312,2,1,1,7,101574,0,1,,700,700,,700,700,,700,700,,,,,,,,28
特雷克洛,石,米,鱼,,,17,35,4.50,26,49,26,29,350,0,0,20,80,0,0,0,0,0,0,0,1,2,309,151,543,52,,0,5,0,7,101542,0,1,,200,200,,200,200,,200,200,,,,,,,,
特雷吉洛,石,米,鱼,,,18,40,4.50,28,42,25,23,350,0,0,100,0,0,0,0,0,0,0,0,1,2,310,546,40,30,,0,5,0,7,101543,0,1,,200,200,,200,200,,200,200,,,,,,,,
史卡特,石,木,皮,骨,牙,19,21,4.50,25,46,20,29,150,11,80,0,0,20,0,0,0,0,0,0,1,2,507,577,545,51,,0,1,1,5,101533,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
史卡鲁,石,木,皮,骨,牙,20,20,4.50,28,43,22,28,150,11,0,100,0,0,0,0,0,0,0,0,1,2,608,544,210,504,,1,1,1,5,101532,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
加美,肉,鱼,米,卵,饮用水,21,22,4.50,22,23,19,23,210,7,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100259,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6
加比,肉,鱼,米,卵,饮用水,22,20,4.50,21,22,18,28,210,7,50,0,0,50,20,0,0,0,0,0,1,60,,,,,,0,0,1,5,100260,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6
加比奥,肉,鱼,米,卵,饮用水,23,18,4.50,22,30,18,28,240,5,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,0,1,7,100261,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6
加斯,肉,鱼,米,卵,饮用水,24,16,4.50,21,22,18,25,210,5,0,0,30,70,0,0,0,0,0,20,1,90,,,,,,0,0,1,7,100262,1,0,,500,500,,500,500,,500,500,,500,500,,500,500,,6
漩涡,石,皮,线,肉,鱼,25,26,4.50,30,45,18,28,250,-1,0,100,0,0,0,0,0,0,0,0,1,2,543,311,,,,1,1,1,4,101531,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
珊瑚奇格拉,肉,鱼,串,盐,油,26,27,4.50,31,40,48,17,300,-5,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101568,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
珊瑚多格斯,肉,鱼,串,盐,油,27,28,4.50,32,39,41,21,150,11,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101569,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
石器潜水员,石,木,肉,鱼,米,28,35,7.00,50,20,50,50,250,-1,100,0,0,0,0,0,0,0,0,0,1,2,12,152,613,580,501,1,1,1,4,101530,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,8
白唬,肉,鱼,串,米,,29,30,4.50,40,43,19,28,300,-5,0,100,0,0,1,1,1,1,1,1,1,2,61,51,311,,,2,1,1,7,100875,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
青聋,皮,骨,爪,牙,,30,30,4.50,23,37,12,50,300,-5,0,0,0,100,1,1,1,1,1,1,1,2,506,323,80,,,2,1,1,6,100909,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
乌宝宝,肉,鱼,米,卵,饮用水,31,13,4.50,17,20,10,32,150,11,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100263,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7
威威,肉,鱼,米,卵,饮用水,32,15,4.50,18,21,7,33,150,11,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100264,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7
乌卡鲁,肉,鱼,米,卵,饮用水,33,17,4.50,23,19,11,26,150,11,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100265,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7
威伯,肉,鱼,米,卵,饮用水,34,20,4.50,17,18,15,29,100,11,60,0,0,40,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100266,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,7
史卡皮诺,砂糖,豆,蜥蜴,,,35,29,4.50,25,45,36,26,150,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101612,1,1,,700,700,,700,700,,700,700,,,,,,,,28
史卡皮克,砂糖,豆,蜥蜴,,,36,29,4.50,38,44,27,29,150,11,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101613,1,1,,700,700,,700,700,,700,700,,,,,,,,28
史卡皮奥,砂糖,豆,蜥蜴,,,37,29,4.50,27,51,28,29,150,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101614,1,1,,700,700,,700,700,,700,700,,,,,,,,28
史卡皮顿,砂糖,豆,蜥蜴,,,38,29,4.50,25,45,27,42,150,11,0,0,10,90,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101615,1,1,,700,700,,700,700,,700,700,,,,,,,,28
猪雀,肉,鱼,串,米,,39,30,4.50,20,55,11,32,300,-5,0,0,100,0,1,1,1,1,1,1,1,2,90,317,500,,,2,1,1,7,100370,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
旋舞,肉,鱼,串,米,,40,30,4.50,26,29,50,18,300,-5,100,0,0,0,1,1,1,1,1,1,1,2,305,110,580,,,2,1,1,6,100274,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
贝洛恩,木,皮,骨,线,牙,41,24,4.50,30,12,30,15,210,7,0,100,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,0,7,100267,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10
贝洛洛克,木,皮,骨,线,牙,42,19,4.50,29,14,32,13,210,7,70,30,0,0,60,0,0,-20,0,0,1,2,60,,,,,0,0,0,5,100268,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10
贝洛宝克尔,木,皮,骨,线,牙,43,23,4.50,30,13,31,14,210,7,30,70,0,0,0,0,0,30,0,0,1,2,80,,,,,0,0,0,5,100269,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10
贝洛宝利,木,皮,骨,线,牙,44,22,4.50,29,16,30,15,240,5,0,30,70,0,0,0,0,0,0,30,1,2,90,,,,,0,0,0,5,100270,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,10
光之圣石,,,,,,45,150,2.00,150,0,50,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,,0,318,316,315,317,,0,0,0,4,100470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
恶霸老大,,,,,,46,30,5.00,48,33,33,6,100,0,30,0,0,70,0,0,0,0,-50,0,1,3,30,,,,,0,12,10,7,100431,0,0,,,,,,,,,,,,,,,,,-1
恶霸老二,,,,,,47,30,5.00,33,48,33,6,100,0,0,70,30,0,0,0,-50,0,0,0,1,3,,,,,,0,12,10,7,100439,0,0,,,,,,,,,,,,,,,,,-1
恶霸老三,,,,,,48,30,5.00,33,33,48,6,100,0,0,0,70,30,0,0,0,0,0,-50,1,40,,,,,,0,12,10,7,100436,0,0,,,,,,,,,,,,,,,,,-1
哥达,,,,,,49,20,5.00,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
库克,,,,,,50,200,8.00,60,60,60,60,100,0,100,0,0,0,50,50,50,50,50,50,1,305,501,506,306,61,304,2,1,1,7,101344,0,0,,,,,,,,,,,,,,,,,-1
龟之盾,肉,鱼,串,盐,油,51,14,4.50,20,18,34,9,180,9,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100271,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
绿龟,肉,鱼,串,盐,油,52,14,4.50,19,19,35,8,180,9,60,0,0,40,0,0,0,0,0,0,1,2,,,,,,0,0,0,6,100272,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
卡梅兰恩,肉,鱼,串,盐,油,53,12,4.50,20,21,33,10,180,9,0,0,80,20,0,0,0,0,0,0,1,2,10,,,,,0,0,0,6,100273,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
石龟,肉,鱼,串,盐,石,54,20,4.50,21,19,41,4,210,7,90,0,0,10,0,0,-20,65,0,0,1,2,80,,,,,0,0,0,5,100274,1,0,,600,600,,600,600,,600,600,,600,600,,1200,1200,,11
巴罗多,青蛙,牙,蜥蜴,,,55,29,4.50,30,39,27,27,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101617,1,1,,700,700,,700,700,,700,700,,,,,,,,28
巴罗特,青蛙,牙,蜥蜴,,,56,29,4.50,24,42,18,39,150,11,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101618,1,1,,700,700,,700,700,,700,700,,,,,,,,28
福恩奇邑,,,,,,57,250,8.00,60,60,60,60,100,0,0,100,0,0,50,50,50,50,50,50,1,312,310,501,311,574,210,2,1,1,7,101350,0,0,,,,,,,,,,,,,,,,,-1
斯洛伐特,,,,,,58,300,8.00,60,60,60,60,100,0,0,0,100,0,50,50,50,50,50,50,1,580,318,501,316,317,210,2,1,1,7,101341,0,0,,,,,,,,,,,,,,,,,-1
特雷吉洛,石,米,鱼,,,59,425,6.00,28,42,25,23,350,0,0,100,0,0,0,0,0,0,0,0,1,210,13,613,31,41,152,0,5,0,7,101543,0,1,,200,200,,200,200,,200,200,,,,,,,,
柯尔特,,,,,,60,350,8.00,60,60,60,60,100,0,0,0,0,100,50,50,50,50,50,50,1,501,13,324,616,507,41,2,1,1,7,101333,0,0,,,,,,,,,,,,,,,,,-1
阿哥亚,鱼,串,米,饮用水,碳火,61,20,4.50,23,22,21,18,180,9,0,30,70,0,0,0,0,0,20,0,100,30,,,,,,0,0,3,6,100275,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
尼可斯,鱼,串,米,饮用水,碳火,62,18,4.50,24,20,20,17,180,9,40,60,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100276,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
特洛昆,鱼,串,米,饮用水,碳火,63,17,4.50,23,21,23,17,180,9,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,3,6,100277,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
达克尔,鱼,串,米,饮用水,碳火,64,18,4.50,24,22,21,18,210,7,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100278,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
柏克尔,鱼,串,米,饮用水,碳火,65,19,4.50,21,22,19,23,210,7,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100393,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
艾斯克巴,,,,,,66,400,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,306,501,13,52,616,613,2,1,1,7,101323,0,0,,,,,,,,,,,,,,,,,-1
马塔洛夫,,,,,,67,450,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,13,501,616,52,543,2,1,1,7,101306,0,0,,,,,,,,,,,,,,,,,-1
路普勒斯,,,,,,68,500,8.00,60,60,60,60,100,0,0,0,0,0,50,50,50,50,50,50,1,312,318,324,325,306,580,2,1,1,7,101313,0,0,,,,,,,,,,,,,,,,,-1
卡特,木,皮,骨,线,牙,69,125,6.00,31,37,30,18,250,-1,0,0,60,40,0,0,0,0,0,0,1,11,52,582,613,152,549,1,1,1,6,101562,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
塔克,石,木,肉,鱼,米,70,175,6.00,29,44,24,28,250,-1,0,0,90,10,0,0,0,0,0,0,1,504,507,610,12,210,551,1,1,1,5,101550,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
拉奇鲁哥,石,线,骨,肉,米,71,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,7,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
呼拔拔,石,线,骨,肉,米,72,24,4.50,22,24,19,27,240,5,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,3,7,100280,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
多萨金格,石,线,骨,肉,米,73,19,4.50,23,24,23,25,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,7,100281,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
鲁尼帖斯,石,线,骨,肉,米,74,22,4.50,23,23,25,22,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,7,100282,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
夏普德,石,木,皮,线,牙,75,225,6.00,27,42,20,33,150,11,0,0,60,40,0,0,0,0,0,0,1,10,52,41,152,543,31,0,1,1,6,101564,0,0,,700,700,,700,700,,700,700,,700,700,,700,700,,
特雷沙,石,皮,线,肉,鱼,76,275,6.00,28,41,25,28,250,-1,20,80,0,0,0,0,0,0,0,0,1,210,551,613,152,31,606,1,1,1,4,101554,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
史卡鲁,石,木,皮,骨,牙,77,325,6.00,28,43,22,28,150,11,0,100,0,0,0,0,0,0,0,0,1,31,507,41,120,504,10,1,1,1,5,101532,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
沙列克,肉,鱼,串,米,,78,375,6.00,27,40,20,33,150,11,0,80,20,0,0,0,0,0,0,0,1,615,52,548,41,152,575,0,1,1,5,101541,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,
哥达喽啰,,,,,,79,20,5.00,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
克雷多,肉,鱼,串,米,,80,26,4.50,27,47,23,34,250,-1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101619,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15
卡达鲁卡斯,石,木,皮,骨,线,81,22,4.50,25,23,40,6,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,7,100283,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
柯伊达,石,木,皮,骨,线,82,22,4.50,25,21,39,5,240,5,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100284,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
柯洛加斯,石,木,皮,骨,线,83,17,4.50,26,24,37,7,240,5,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100285,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
洛奇安,石,木,皮,骨,线,84,23,4.50,25,21,38,6,240,5,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100286,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
洛克斯,石,木,皮,骨,线,85,20,4.50,19,27,43,10,300,-1,50,0,0,50,0,0,0,30,0,0,1,2,,,,,,1,1,0,5,100389,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
阿伊萨,石,木,皮,骨,线,86,22,4.50,27,19,37,6,210,7,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100390,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
格洛格鲁,石,木,皮,骨,线,87,22,4.50,28,24,31,6,210,7,0,60,40,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100391,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
朵洛将恩,石,木,皮,骨,线,88,20,4.50,25,20,36,12,240,5,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100392,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
培罗多,肉,鱼,串,米,,89,26,4.50,23,44,27,38,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101620,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15
毕可斯,木,牙,叶,骨,黏土,90,27,4.50,29,40,22,30,200,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101621,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,25
利则诺顿,木,皮,线,肉,米,91,22,4.50,27,37,19,17,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100287,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
扬奇洛斯,木,皮,线,肉,米,92,29,4.50,27,36,16,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100288,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
邦浦洛斯,木,皮,线,肉,米,93,27,4.50,25,37,15,21,270,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100289,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
邦奇诺,木,皮,线,肉,米,94,26,4.50,24,38,16,20,270,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
布鲁顿,木,皮,线,肉,米,95,25,4.50,25,35,14,24,270,3,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,7,100394,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
毕卡斯,木,牙,叶,骨,黏土,96,27,4.50,27,42,20,32,200,11,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101622,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,15
森林乌力,石,木,皮,骨,线,97,10,4.50,20,12,15,25,150,11,80,20,0,0,0,0,0,0,0,0,1,,,,,,,0,1,1,6,100250,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
卡恩米兹,木,牙,叶,骨,黏土,98,26,4.50,50,50,50,50,200,11,0,70,30,0,90,90,90,90,90,90,1,2,321,315,305,317,325,1,1,1,6,101285,0,0,,0,500,,0,500,,0,500,,0,500,,0,500,,28
拉奇鲁哥,石,线,骨,肉,米,99,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,20,-1
奥卡洛斯,石,皮,线,肉,鱼,100,25,4.50,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,80,,,,0,5,5,7,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
克雷尔,石,木,皮,线,牙,101,19,4.50,19,18,20,22,100,11,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100291,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
克克尔,石,木,皮,线,牙,102,20,4.50,20,18,17,24,100,11,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100292,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
克洛尔,石,木,皮,线,牙,103,18,4.50,18,20,18,24,180,9,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100293,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
里斯基,石,木,皮,线,牙,104,17,4.50,19,16,19,23,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
左迪洛斯,石,皮,线,肉,鱼,105,26,4.50,28,30,22,22,300,1,0,80,20,0,0,0,0,0,0,0,1,2,40,90,,,,0,5,5,7,100372,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
巴朵兰恩,石,皮,线,肉,鱼,106,27,4.50,23,37,20,25,300,1,0,20,80,0,0,0,0,0,0,0,1,2,110,,,,,0,5,5,7,100373,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
雷玛特,苹果,地瓜,梨,肉,鱼,107,26,4.50,50,50,50,50,250,11,0,90,10,0,0,0,0,0,0,0,1,2,501,41,52,152,13,0,1,1,7,101445,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
胖达利,饮用水,豆,肉,碳火,卵,108,23,4.50,27,37,25,29,300,-5,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101719,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
库胖达,饮用水,豆,肉,碳火,卵,109,23,4.50,33,42,26,24,300,-5,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101713,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
里德尔,石,皮,线,肉,鱼,110,33,4.50,26,44,18,38,250,-1,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,1,1,1,4,101729,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,16
卡比特,肉,鱼,串,,,111,18,4.50,14,19,19,27,150,11,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100295,1,0,,700,700,,700,700,,700,700,,,,,,,,4
凯比,肉,鱼,串,,,112,20,4.50,14,19,19,27,100,11,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100296,1,0,,700,700,,700,700,,700,700,,,,,,,,4
昆伊,肉,鱼,串,,,113,15,4.50,13,20,17,25,150,11,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100297,1,0,,700,700,,700,700,,700,700,,,,,,,,4
凯比特,肉,鱼,串,,,114,19,4.50,16,20,16,28,150,9,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100298,1,0,,700,700,,700,700,,700,700,,,,,,,,4
胖达多,饮用水,豆,肉,碳火,卵,115,23,4.50,29,37,25,27,300,-5,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101720,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,28
欧胖达,饮用水,豆,肉,碳火,卵,116,23,4.50,30,42,26,26,300,-5,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,2,1,1,6,101714,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,28
贝里莱欧,砂糖,豆,蜥蜴,,,117,29,4.50,26,46,31,32,150,11,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101725,1,1,,700,700,,700,700,,700,700,,,,,,,,28
萨法莱欧,砂糖,豆,蜥蜴,,,118,29,4.50,38,44,23,34,150,11,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101726,1,1,,700,700,,700,700,,700,700,,,,,,,,28
鲁贝莱欧,砂糖,豆,蜥蜴,,,119,29,4.50,26,51,22,34,150,11,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101727,1,1,,700,700,,700,700,,700,700,,,,,,,,28
多帕莱欧,砂糖,豆,蜥蜴,,,120,29,4.50,24,46,23,43,150,11,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,2,1,1,7,101728,1,1,,700,700,,700,700,,700,700,,,,,,,,28
艾柏瑞,石,线,骨,肉,米,121,30,4.50,27,35,21,36,250,-1,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101723,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,15
呼萨瑞,石,线,骨,肉,米,122,30,4.50,30,33,25,30,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101724,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,15
多芬,肉,鱼,串,米,,123,26,4.50,36,40,18,30,250,-1,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101705,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,12
温多芬,肉,鱼,串,米,,124,26,4.50,29,41,20,39,150,11,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101706,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,12
斯达克,石,木,肉,鱼,米,125,28,4.50,29,39,41,18,250,-1,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,5,101715,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,5
